GeneID,nr_annotation
CSS0019356,PREDICTED: uncharacterized protein LOC105035980 [Elaeis guineensis]
CSS0035392,PREDICTED: uncharacterized protein LOC100247409 [Vitis vinifera]
CSS0032113,hypothetical protein CISIN_1g0482801mg partial [Citrus sinensis]
CSS0012117,Partner of Y14-MAGO isoform 1 [Theobroma cacao] 
CSS0014059,trehalose-6-phosphate synthase putative [Ricinus communis] 
CSS0029664,Ribosomal RNA small subunit methyltransferase I [Gossypium arboreum]
CSS0035300,aquaporin protein 23 [Camellia sinensis]
CSS0005797,PREDICTED: uncharacterized protein LOC104877926 [Vitis vinifera]
CSS0009543,PREDICTED: uncharacterized protein LOC100267639 [Vitis vinifera] 
CSS0005304,PREDICTED: probable serine/threonine-protein kinase At1g54610 [Nicotiana tomentosiformis]
CSS0011113,PREDICTED: pentatricopeptide repeat-containing protein At5g27270 [Vitis vinifera]
CSS0048764,sn-glycerol-3-phosphate acyltransferase [Camellia oleifera]
CSS0038746,hypothetical protein JCGZ_21732 [Jatropha curcas]
CSS0017220,PREDICTED: serine/threonine-protein kinase Aurora-3 isoform X1 [Sesamum indicum]
CSS0021746,--
CSS0016884,hypothetical protein VITISV_027091 [Vitis vinifera]
CSS0007966,PREDICTED: V-type proton ATPase subunit G 1-like [Solanum tuberosum]
CSS0013193,PREDICTED: zinc finger BED domain-containing protein RICESLEEPER 2-like isoform X2 [Nelumbo nucifera]
CSS0032864,conserved hypothetical protein [Ricinus communis] 
CSS0013073,unnamed protein product [Vitis vinifera]
CSS0001644,ankyrin repeat family protein [Populus trichocarpa] 
CSS0003991,PREDICTED: cinnamoyl-CoA reductase 2-like isoform X2 [Vitis vinifera]
CSS0037056,PREDICTED: LOW QUALITY PROTEIN: cyclin-L1-1 [Sesamum indicum]
CSS0032911,PREDICTED: GDT1-like protein 5 [Malus domestica]
CSS0029371,unnamed protein product [Coffea canephora]
CSS0032952,Eukaryotic translation initiation factor 3 subunit I [Glycine soja]
CSS0014949,hypothetical protein VITISV_029931 [Vitis vinifera]
CSS0046506,PREDICTED: proline iminopeptidase isoform X1 [Nicotiana sylvestris]
CSS0041162,hypothetical protein JCGZ_10608 [Jatropha curcas]
CSS0047898,unnamed protein product [Vitis vinifera]
CSS0047221,hypothetical protein [Camellia sinensis]
CSS0015524,hypothetical protein CICLE_v10003422mg [Citrus clementina] 
CSS0032495,PREDICTED: uncharacterized protein LOC102611565 [Citrus sinensis] 
CSS0036978,PREDICTED: tetraspanin-3 [Vitis vinifera]
CSS0034907,PREDICTED: membrane steroid-binding protein 2-like [Nicotiana sylvestris]
CSS0022639,PREDICTED: bromodomain and WD repeat-containing protein 3 [Vitis vinifera] 
CSS0014443,PREDICTED: zinc finger MYM-type protein 1-like [Malus domestica]
CSS0024456,unnamed protein product [Vitis vinifera]
CSS0011285,hypothetical protein VITISV_027864 [Vitis vinifera]
CSS0010907,unnamed protein product [Coffea canephora]
CSS0040758,Major pollen allergen Ory s 1 precursor putative [Ricinus communis] 
CSS0001416,hypothetical protein VITISV_026851 [Vitis vinifera]
CSS0029556,PREDICTED: elicitor-responsive protein 3 isoform X3 [Sesamum indicum]
CSS0021006,PREDICTED: probable receptor protein kinase TMK1-like [Solanum tuberosum]
CSS0031246,PREDICTED: uncharacterized CRM domain-containing protein At3g25440 chloroplastic [Prunus mume]
CSS0040553,PREDICTED: peroxisome biogenesis protein 3-2 [Vitis vinifera] 
CSS0026340,nodulin family protein [Populus trichocarpa] 
CSS0031015,PREDICTED: uncharacterized protein LOC103326817 [Prunus mume]
CSS0031136,PREDICTED: uncharacterized protein LOC104606329 [Nelumbo nucifera]
CSS0019834,hypothetical protein JCGZ_00735 [Jatropha curcas]
CSS0030807,E3 ubiquitin-protein ligase ATL23 [Morus notabilis] 
CSS0006063,proton-dependent oligopeptide transport family protein [Populus trichocarpa] 
CSS0027923,PREDICTED: bifunctional epoxide hydrolase 2 [Vitis vinifera] 
CSS0001619,PREDICTED: uncharacterized protein LOC102604253 isoform X2 [Solanum tuberosum]
CSS0014081,hypothetical protein PRUPE_ppa002589mg [Prunus persica] 
CSS0037156,PREDICTED: probable GTP-binding protein OBGC2 isoform X1 [Vitis vinifera] 
CSS0010992,PREDICTED: uncharacterized protein LOC104103385 [Nicotiana tomentosiformis]
CSS0033103,PREDICTED: RPM1-interacting protein 4 isoform X1 [Cucumis melo]
CSS0031391,unnamed protein product [Coffea canephora]
CSS0047213,PREDICTED: probable mitochondrial chaperone BCS1-B [Vitis vinifera]
CSS0046327,PREDICTED: nicastrin [Vitis vinifera] 
CSS0001136,unnamed protein product [Vitis vinifera]
CSS0012127,gag/pol protein [Bryonia dioica]
CSS0013036,PREDICTED: nucleolar protein 14 [Vitis vinifera]
CSS0043684,PREDICTED: uncharacterized protein LOC100254031 isoform X2 [Vitis vinifera]
CSS0026951,unnamed protein product [Coffea canephora]
CSS0048121,PREDICTED: pentatricopeptide repeat-containing protein At1g71420 [Prunus mume]
CSS0032907,PREDICTED: uncharacterized protein LOC104088513 [Nicotiana tomentosiformis]
CSS0011212,PREDICTED: uncharacterized protein slp1 [Vitis vinifera] 
CSS0010827,hypothetical protein CISIN_1g047888mg [Citrus sinensis]
CSS0046092,PREDICTED: mitogen-activated protein kinase 9-like isoform X1 [Vitis vinifera] 
CSS0027748,unnamed protein product [Vitis vinifera]
CSS0009395,PREDICTED: kinesin-4-like isoform X1 [Nicotiana sylvestris]
CSS0000483,PREDICTED: probable fructokinase-4 [Prunus mume]
CSS0021446,PREDICTED: putative E3 ubiquitin-protein ligase UBR7 [Prunus mume]
CSS0005092,PREDICTED: synaptotagmin-5-like isoform X2 [Phoenix dactylifera] 
CSS0012605,PREDICTED: uncharacterized protein LOC100243269 [Vitis vinifera] 
CSS0001570,PREDICTED: uncharacterized protein LOC105109674 [Populus euphratica] 
CSS0028852,PREDICTED: replication protein A 14 kDa subunit B [Vitis vinifera] 
CSS0034895,PREDICTED: translational activator GCN1 [Vitis vinifera] 
CSS0033787,PREDICTED: peptidyl-prolyl cis-trans isomerase FKBP62 isoform X1 [Vitis vinifera] 
CSS0002161,PREDICTED: uncharacterized protein LOC104087385 [Nicotiana tomentosiformis]
CSS0016750,unnamed protein product [Vitis vinifera]
CSS0040427,PIN2/TERF1-interacting telomerase inhibitor 1 [Morus notabilis] 
CSS0044804,PREDICTED: transcription factor DICHOTOMA [Vitis vinifera] 
CSS0025715,PREDICTED: transcription factor LAF1-like [Nicotiana sylvestris]
CSS0047975,PREDICTED: DUF21 domain-containing protein At2g14520-like [Nicotiana tomentosiformis]
CSS0011679,hypothetical protein VITISV_039530 [Vitis vinifera]
CSS0013265,conserved hypothetical protein [Ricinus communis] 
CSS0026219,PREDICTED: protein RIK isoform X1 [Vitis vinifera]
CSS0028881,unnamed protein product [Coffea canephora]
CSS0049332,Serine/threonine-protein kinase HT1 [Gossypium arboreum]
CSS0013282,PREDICTED: uncharacterized protein LOC104610397 [Nelumbo nucifera] 
CSS0005661,PREDICTED: D-3-phosphoglycerate dehydrogenase 3 chloroplastic-like [Vitis vinifera]
CSS0007464,PREDICTED: protein SAND [Vitis vinifera] 
CSS0015420,PREDICTED: L-type lectin-domain containing receptor kinase IX.1-like [Fragaria vesca subsp. vesca]
CSS0032019,PREDICTED: uncharacterized protein LOC105175311 [Sesamum indicum] 
CSS0048792,Serine carboxypeptidase-like 40 [Theobroma cacao] 
CSS0032030,PREDICTED: circumsporozoite protein [Nicotiana sylvestris]
CSS0047173,hypothetical protein CISIN_1g0067712mg partial [Citrus sinensis]
CSS0044935,PREDICTED: uncharacterized protein LOC102602927 [Solanum tuberosum]
CSS0025592,PREDICTED: tubby-like F-box protein 5 [Sesamum indicum]
CSS0035688,salicylic acid carboxyl methyltransferase [Camellia japonica]
CSS0000988,PREDICTED: calcium uptake protein 1 mitochondrial-like [Sesamum indicum]
CSS0007654,PREDICTED: uncharacterized protein LOC104093294 isoform X2 [Nicotiana tomentosiformis]
CSS0040958,PREDICTED: V-type proton ATPase subunit c&apos;&apos;1 [Nicotiana tomentosiformis] 
CSS0034093,PREDICTED: membrane-bound transcription factor site-1 protease-like [Nicotiana sylvestris]
CSS0003814,PREDICTED: uncharacterized protein LOC105157258 [Sesamum indicum]
CSS0038712,PREDICTED: arginine/serine-rich coiled-coil protein 2 isoform X2 [Vitis vinifera] 
CSS0014915,PREDICTED: 4-alpha-glucanotransferase DPE2 [Prunus mume] 
CSS0016437,PREDICTED: ras-related protein RABA6b [Vitis vinifera] 
CSS0029136,PREDICTED: uncharacterized protein At1g04910-like isoform X1 [Solanum tuberosum]
CSS0043624,PREDICTED: probable inactive purple acid phosphatase 2-like [Citrus sinensis]
CSS0023130,structural constituent of cell wall putative [Ricinus communis] 
CSS0041975,PREDICTED: putative ribokinase [Malus domestica]
CSS0008329,unnamed protein product [Vitis vinifera]
CSS0050488,hypothetical protein VITISV_000588 [Vitis vinifera]
CSS0032981,PREDICTED: ras-related protein RABE1c-like [Nelumbo nucifera]
CSS0029519,PREDICTED: transcription factor CYCLOIDEA [Vitis vinifera]
CSS0047470,PREDICTED: putative pentatricopeptide repeat-containing protein At1g64310 [Vitis vinifera]
CSS0035485,PREDICTED: uncharacterized protein LOC104880284 isoform X2 [Vitis vinifera]
CSS0040942,telomerase reverse transcriptase variant C partial [Nicotiana sylvestris]
CSS0007883,PREDICTED: magnesium transporter MRS2-F-like [Vitis vinifera] 
CSS0008761,PREDICTED: peroxiredoxin-2B [Populus euphratica]
CSS0001723,hypothetical protein AMTR_s00071p00160110 [Amborella trichopoda] 
CSS0032226,PREDICTED: probable inactive patatin-like protein 9 isoform X1 [Nelumbo nucifera]
CSS0028731,PREDICTED: uncharacterized protein LOC104210125 [Nicotiana sylvestris]
CSS0048888,PREDICTED: protein transport protein SEC16A homolog isoform X2 [Nelumbo nucifera]
CSS0031783,PREDICTED: phospholipase D p1 isoform X1 [Vitis vinifera]
CSS0046961,Uncharacterized protein TCM_034566 [Theobroma cacao] 
CSS0002607,PREDICTED: pectinesterase-like [Nelumbo nucifera]
CSS0043997,PREDICTED: uncharacterized protein LOC105135945 [Populus euphratica]
CSS0042042,hypothetical protein EUGRSUZ_I01429 [Eucalyptus grandis]
CSS0015569,glutathione transferase putative [Ricinus communis] 
CSS0033043,phosphate transporter [Camellia oleifera]
CSS0041212,unnamed protein product [Coffea canephora]
CSS0029359,unnamed protein product [Coffea canephora]
CSS0023859,PREDICTED: probable potassium transporter 17 [Prunus mume]
CSS0041589,PREDICTED: uncharacterized protein LOC100247465 [Vitis vinifera] 
CSS0022200,PREDICTED: uncharacterized protein LOC102614166 [Citrus sinensis]
CSS0007313,zinc finger protein LSD2-like protein [Camellia sinensis]
CSS0037011,PREDICTED: uncharacterized protein LOC103721930 [Phoenix dactylifera]
CSS0049467,PREDICTED: probable receptor-like protein kinase At1g67000 [Vitis vinifera]
CSS0007077,PREDICTED: uncharacterized protein At2g29880-like [Vitis vinifera] 
CSS0045601,PREDICTED: E3 UFM1-protein ligase 1 homolog [Vitis vinifera] 
CSS0016138,PREDICTED: isoflavone reductase-like protein [Nelumbo nucifera]
CSS0007176,PREDICTED: protein ROOT PRIMORDIUM DEFECTIVE 1-like [Vitis vinifera]
CSS0039325,Gag-Pol polyprotein [Medicago truncatula]
CSS0006904,PREDICTED: uncharacterized protein LOC100248657 isoform X2 [Vitis vinifera]
CSS0000833,hypothetical protein VITISV_041202 [Vitis vinifera]
CSS0003919,hypothetical protein Csa_3G866530 [Cucumis sativus]
CSS0033158,unnamed protein product [Coffea canephora]
CSS0007589,polyol transporter [Camellia sinensis]
CSS0006808,PREDICTED: uncharacterized protein LOC103706605 [Phoenix dactylifera]
CSS0044210,PREDICTED: protein S-acyltransferase 21 [Sesamum indicum]
CSS0011930,PREDICTED: trafficking protein particle complex subunit 2 [Vitis vinifera]
CSS0045526,PREDICTED: uncharacterized protein LOC100254594 isoform X2 [Vitis vinifera]
CSS0034286,PREDICTED: putative glycosyltransferase 5 [Prunus mume] 
CSS0049066,hypothetical protein VITISV_035279 [Vitis vinifera]
CSS0042524,PREDICTED: centromere-associated protein E [Vitis vinifera] 
CSS0015549,PREDICTED: uncharacterized protein LOC100252141 [Vitis vinifera]
CSS0024581,PREDICTED: uncharacterized protein LOC104881665 isoform X2 [Vitis vinifera]
CSS0028690,PREDICTED: FK506-binding protein 2-like [Nelumbo nucifera]
CSS0016726,hypothetical protein VITISV_038324 [Vitis vinifera]
CSS0045916,PREDICTED: uncharacterized protein LOC100249081 [Vitis vinifera] 
CSS0013580,hypothetical protein CICLE_v10003979mg partial [Citrus clementina] 
CSS0000767,PREDICTED: magnesium transporter MRS2-F-like [Elaeis guineensis]
CSS0050325,hypothetical protein VITISV_008472 [Vitis vinifera]
CSS0042999,PREDICTED: pentatricopeptide repeat-containing protein At5g46100 isoform X3 [Vitis vinifera]
CSS0037921,PREDICTED: eukaryotic translation initiation factor 3 subunit J-like [Prunus mume]
CSS0015239,PREDICTED: cysteine-rich receptor-like protein kinase 10-like [Citrus sinensis]
CSS0049535,ERF transcription factor [Camellia sinensis]
CSS0022646,PREDICTED: uncharacterized protein LOC104595407 [Nelumbo nucifera]
CSS0028685,hypothetical protein VITISV_039750 [Vitis vinifera]
CSS0012101,retrotransposon protein putative unclassified [Oryza sativa Japonica Group] 
CSS0000734,PREDICTED: uncharacterized protein LOC103325057 [Prunus mume]
CSS0018974,PREDICTED: lysM domain-containing GPI-anchored protein 2 [Vitis vinifera]
CSS0009699,hypothetical protein CARUB_v10002941mg [Capsella rubella] 
CSS0031939,PREDICTED: DNA polymerase delta small subunit [Sesamum indicum]
CSS0048235,PREDICTED: uncharacterized protein LOC100243242 isoform X1 [Vitis vinifera] 
CSS0038922,PREDICTED: uncharacterized protein LOC100247804 [Vitis vinifera] 
CSS0020804,PREDICTED: eukaryotic initiation factor 4A-2 [Sesamum indicum]
CSS0016608,hypothetical protein CISIN_1g028987mg [Citrus sinensis]
CSS0024839,hypothetical protein POPTR_0012s13100g [Populus trichocarpa] 
CSS0013287,PREDICTED: nucleolar complex protein 3 homolog isoform X1 [Solanum lycopersicum]
CSS0011527,PREDICTED: protein UXT homolog [Solanum lycopersicum]
CSS0025877,hypothetical protein VITISV_044470 [Vitis vinifera]
CSS0015223,hypothetical protein POPTR_0002s25960g [Populus trichocarpa] 
CSS0019235,PREDICTED: uncharacterized protein LOC104877923 [Vitis vinifera]
CSS0041213,PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like [Elaeis guineensis]
CSS0024806,hypothetical protein PRUPE_ppa013389mg [Prunus persica] 
CSS0025457,PREDICTED: uncharacterized protein LOC100853006 [Vitis vinifera]
CSS0022401,PREDICTED: telomere repeat-binding factor 1-like isoform X1 [Solanum tuberosum] 
CSS0022785,PREDICTED: uncharacterized protein LOC100246639 isoform X2 [Vitis vinifera]
CSS0004015,PREDICTED: pollen-specific protein SF21-like isoform X2 [Nelumbo nucifera]
CSS0005835,hypothetical protein PHAVU_003G141500g [Phaseolus vulgaris] 
CSS0013680,Magnesium transporter MRS2-4 [Theobroma cacao] 
CSS0005705,NOI putative [Ricinus communis] 
CSS0041043,unnamed protein product [Coffea canephora]
CSS0043337,unnamed protein product [Vitis vinifera]
CSS0025681,PREDICTED: E3 SUMO-protein ligase MMS21 isoform X2 [Prunus mume]
CSS0008510,hypothetical protein JCGZ_14809 [Jatropha curcas]
CSS0004815,hypothetical protein JCGZ_03276 [Jatropha curcas]
CSS0022619,hypothetical protein JCGZ_21111 [Jatropha curcas]
CSS0050457,PREDICTED: uncharacterized protein LOC100243564 [Vitis vinifera] 
CSS0024169,PREDICTED: uncharacterized protein LOC100243242 isoform X1 [Vitis vinifera] 
CSS0011541,PREDICTED: uncharacterized protein LOC103437555 [Malus domestica]
CSS0030381,PREDICTED: cell division control protein 6 homolog [Vitis vinifera] 
CSS0000040,PREDICTED: uncharacterized protein LOC101246482 [Solanum lycopersicum]
CSS0030250,hypothetical protein JCGZ_18643 [Jatropha curcas]
CSS0031299,PREDICTED: zinc finger BED domain-containing protein DAYSLEEPER-like [Nicotiana sylvestris]
CSS0020609,PREDICTED: U6 snRNA-associated Sm-like protein LSm1 [Vitis vinifera] 
CSS0003627,PREDICTED: solute carrier family 35 member F1-like [Prunus mume]
CSS0027155,unnamed protein product [Coffea canephora]
CSS0002555,unnamed protein product [Coffea canephora]
CSS0040167,unnamed protein product [Coffea canephora]
CSS0040336,PREDICTED: aspartate--tRNA ligase cytoplasmic-like [Nelumbo nucifera]
CSS0027943,PREDICTED: methyl-CpG-binding domain-containing protein 5-like [Solanum tuberosum]
CSS0003495,PREDICTED: gibberellin 20 oxidase 1 [Vitis vinifera] 
CSS0008473,unnamed protein product [Coffea canephora]
CSS0005588,ATP-dependent caseinolytic (Clp) protease/crotonase family protein isoform 1 [Theobroma cacao] 
CSS0044962,hypothetical protein AMTR_s05231p00006790 partial [Amborella trichopoda] 
CSS0023829,PREDICTED: uncharacterized protein LOC103439538 [Malus domestica]
CSS0018086,PREDICTED: RNA-binding protein FUS isoform X1 [Vitis vinifera] 
CSS0010836,NAC transcription factor 037 [Jatropha curcas] 
CSS0039060,PREDICTED: HIPL1 protein-like isoform X1 [Nelumbo nucifera]
CSS0022796,unnamed protein product [Coffea canephora]
CSS0006277,aquaporin protein 6 [Camellia sinensis]
CSS0000871,hypothetical protein POPTR_0001s10460g [Populus trichocarpa] 
CSS0036449,AT2G01970 [Arabidopsis thaliana]
CSS0020122,unnamed protein product [Vitis vinifera]
CSS0030236,hypothetical protein AMTR_s00040p00215000 [Amborella trichopoda] 
CSS0002646,disease resistance response protein [Medicago truncatula]
CSS0043592,PREDICTED: RNA-binding protein 5-B isoform X1 [Vitis vinifera]
CSS0004991,PREDICTED: NAD-dependent malic enzyme 62 kDa isoform mitochondrial [Populus euphratica]
CSS0030941,PREDICTED: exosome component 10 [Nelumbo nucifera]
CSS0028308,unnamed protein product [Coffea canephora]
CSS0027194,hypothetical protein VITISV_008130 [Vitis vinifera]
CSS0033848,hypothetical protein JCGZ_14809 [Jatropha curcas]
CSS0036258,PREDICTED: uncharacterized protein LOC100816407 [Glycine max] 
CSS0002560,unnamed protein product [Coffea canephora]
CSS0042326,PREDICTED: RING finger and transmembrane domain-containing protein 2-like isoform X1 [Citrus sinensis]
CSS0046739,PREDICTED: condensin complex subunit 3 [Nelumbo nucifera]
CSS0002961,PREDICTED: histidine triad nucleotide-binding protein 3-like isoform X1 [Citrus sinensis] 
